Sentence,Corrected Sentence,Translation,Student_Emotion,Pipeline_Emotion,Core_Pipeline_Emotion,Corrected_Emotion
En zo kunnen we toch nog het beetje vuur dat we hebben redden.,En zo kunnen we toch nog het beetje vuur dat we hebben redden.,And so we can still save the little fire we have.,neutral,optimism,happiness,happiness
"Er komen nog een paar kleine druppels omheen, maar het is...","Er komen nog een paar kleine druppels omheen, maar het is...","There are still a few small drops coming around it, but it's...",neutral,disappointment,sadness,sadness
"Nee, het is niet droog.","Nee, het is niet droog.","No, it is not dry.",neutral,disappointment,sadness,sadness
"Als het nu zo blijft, daar word ik echt niet vrolijk van.","Als het nu zo blijft, daar word ik echt niet vrolijk van.","If it stays like this, I won't be happy at all.",neutral,sadness,sadness,sadness
"Nou ja, dat hoort er ook bij.","Nou ja, dat hoort er ook bij.","Well, that's part of it too.",neutral,acceptance,neutral,neutral
MUZIEK.,MUZIEK.,MUSIC.,neutral,neutral,neutral,neutral
Zon en regen wisselen elkaar op Zanzibar in hoog tempo af.,Zon en regen wisselen elkaar op Zanzibar in hoog tempo af.,Sun and rain alternate rapidly in Zanzibar.,neutral,neutral,neutral,neutral
"En waar het op het ene eiland plenst, is het op het andere gewoon lekker zonnig.","En waar het op het ene eiland plenst, is het op het andere gewoon lekker zonnig.","And while it's pouring on one island, it's simply sunny on another.",neutral,neutral,neutral,neutral
Bertie en ik gaan eten zoeken en kijken wat er groeit en wat er te halen valt.,Bertie en ik gaan eten zoeken en kijken wat er groeit en wat er te halen valt.,Bertie and I go out to look for food and see what grows and what can be picked.,neutral,curiosity,neutral,neutral
Oeh!,Oeh!,Oh!,surprise,surprise,surprise,surprise
Kijk uit.,Kijk uit.,Watch out.,fear,fear,fear,fear
Oeh!,Oeh!,Oh!,surprise,surprise,surprise,surprise
Ja?,Ja?,And?,neutral,curiosity,neutral,neutral
"Ja, toch?","Ja, toch?","Yeah, right?",neutral,approval,happiness,happiness
"Ja, dat is cassave.","Ja, dat is cassave.","Yes, that is cassava.",neutral,realization,surprise,neutral
Kijk.,Kijk.,Look.,neutral,curiosity,neutral,neutral
Ja.,Ja.,And.,neutral,neutral,neutral,neutral
Oeh!,Oeh!,Oh!,surprise,surprise,surprise,surprise
"Ja, kijk!","Ja, kijk!","Yes, look!",surprise,excitement,happiness,happiness
"Oeh, wauw!","Oeh, wauw!","Ooh, wow!",surprise,surprise,surprise,surprise
"Als je een cassave vond, dan heb je hem al natuurlijk.","Als je een cassave vond, dan heb je hem al natuurlijk.","If you found a cassava, then of course you already have it.",neutral,realization,surprise,neutral
"Als het een cassave is, dan ben ik happy.","Als het een cassave is, dan ben ik happy.","If it's cassava, then I'm happy.",neutral,joy,happiness,happiness
"Wat ik de vorige keer mee deed, was eerst een beetje zeewater inkoken en dan heb je zout.","Wat ik de vorige keer mee deed, was eerst een beetje zeewater inkoken en dan heb je zout.",What I did last time was first boil down a little seawater and then you have salt.,neutral,neutral,neutral,neutral
"Ja, lekker.","Ja, lekker.",Yes Nice.,neutral,approval,happiness,happiness
"Dan hier schuifjes, die koken en dan bakken.","Dan hier schuifjes, die koken en dan bakken.","Then here are sliders, which boil and then bake.",neutral,neutral,neutral,neutral
"Oeh, chippies!","Oeh, chippies!","Oh, chippies!",surprise,excitement,happiness,happiness
"Oeh, lekker!","Oeh, lekker!","Ooh, yummy!",happiness,joy,happiness,happiness
Ik heb zo'n cassave een dag niet geleefd.,Ik heb zo'n cassave een dag niet geleefd.,I haven't eaten such cassava for a day.,neutral,disappointment,sadness,sadness
MUZIEK.,MUZIEK.,MUSIC.,neutral,neutral,neutral,neutral
Je weet tenslotte nooit wanneer er gestreden moet worden.,Je weet tenslotte nooit wanneer er gestreden moet worden.,"After all, you never know when a fight might arise.",neutral,nervousness,fear,fear
MUZIEK.,MUZIEK.,MUSIC.,neutral,neutral,neutral,neutral
"Jezus, ik heb het echt heel druk jongens.","Jezus, ik heb het echt heel druk jongens.","Jesus, I'm really busy guys.",anger,annoyance,anger,anger
"Oh, dit is lekker, dit is lekker.","Oh, dit is lekker, dit is lekker.","Oh, this is good, this is good.",happiness,joy,happiness,happiness
"Deze kunnen bijna niet bijten, dus je kunt er een klauw op zetten.","Deze kunnen bijna niet bijten, dus je kunt er een klauw op zetten.","These are almost impossible to bite, so you can put a claw on them.",neutral,realization,surprise,surprise
Wat is dit nou?,Wat is dit nou?,What is this now?,surprise,confusion,sadness,surprise
MUZIEK.,MUZIEK.,MUSIC.,neutral,neutral,neutral,neutral
"Ik heb hem, ik heb hem.","Ik heb hem, ik heb hem.","I got him, I got him.",happiness,excitement,happiness,happiness
"Oh nee, nee.","Oh nee, nee.","Oh no, no.",neutral,disappointment,sadness,neutral
"Au, au, deze bijt wel.","Au, au, deze bijt wel.","Ouch, ow, this one bites.",surprise,surprise,surprise,surprise
GELACH.,GELACH.,LAUGHTER.,happiness,amusement,happiness,happiness
GELACH.,GELACH.,LAUGHTER.,happiness,amusement,happiness,happiness
Deze bijt wel.,Deze bijt wel.,This one bites.,happiness,surprise,surprise,surprise
GELACH.,GELACH.,LAUGHTER.,happiness,amusement,happiness,happiness
Goed jas!,Goed jas!,Nice coat!,happiness,admiration,happiness,happiness
MUZIEK.,MUZIEK.,MUSIC.,neutral,neutral,neutral,neutral
Het was ook wel bijzonder.,Het was ook wel bijzonder.,It was also quite special.,neutral,admiration,happiness,neutral
Thuis zit je nooit met zeven man naar een pand te kijken hoe je eten aan het garen is.,Thuis zit je nooit met zeven man naar een pand te kijken hoe je eten aan het garen is.,"At home, you never sit with seven people in a building watching your food being cooked.",neutral,realization,surprise,neutral
Gaaf!,Gaaf!,Great!,happiness,joy,happiness,happiness
"Yes, we kunnen eten!","Yes, we kunnen eten!","Yes, we can eat!",happiness,joy,happiness,happiness
We pakken ieder twee af en geven ze door.,We pakken ieder twee af en geven ze door.,We each take two and pass them on.,neutral,approval,happiness,neutral
"Kijk, die blijft.","Kijk, die blijft.","Look, that one stays.",neutral,surprise,surprise,surprise
Heet!,Heet!,Is called!,surprise,neutral,neutral,neutral
Smakelijk!,Smakelijk!,Tasty!,happiness,joy,happiness,happiness
Smakelijk!,Smakelijk!,Tasty!,happiness,joy,happiness,happiness
"En dan krijg je die eerste gebakken cassave en dat brengt je wel terug naar je vorige expeditie,","En dan krijg je die eerste gebakken cassave en dat brengt je wel terug naar je vorige expeditie,","And then you get that first fried cassava and that takes you back to your previous expedition,",disgust,nostalgia,sadness,neutral
want dat heb je daar ook zoveel gegeten en die smaak komt weer terug.,want dat heb je daar ook zoveel gegeten en die smaak komt weer terug.,because you ate so much of that there and that taste comes back.,disgust,joy,happiness,neutral
"En het was lekker, super!","En het was lekker, super!","And it was delicious, super!",happiness,joy,happiness,happiness
"Je moet gewoon heel langzaam eten, want niet doorhap je.","Je moet gewoon heel langzaam eten, want niet doorhap je.","You just have to eat very slowly, because you don't eat too much.",happiness,advice,neutral,neutral
MUZIEK.,MUZIEK.,MUSIC.,neutral,neutral,neutral,neutral
Niet slecht.,Niet slecht.,Not bad.,surprise,approval,happiness,happiness
"Zo, tien hele stukjes cassave!","Zo, tien hele stukjes cassave!","There, ten whole pieces of cassava!",happiness,joy,happiness,happiness
Ik zie het ook al bijna vol hoor.,Ik zie het ook al bijna vol hoor.,I can see it almost being full already.,happiness,optimism,happiness,happiness
GELACH.,GELACH.,LAUGHTER.,happiness,amusement,happiness,happiness
Het kan echt niet meer.,Het kan echt niet meer.,It really can't go on anymore.,surprise,exhaustion,neutral,sadness
"Bertie, ben je tevreden?","Bertie, ben je tevreden?","Bertie, are you satisfied?",neutral,curiosity,neutral,neutral
Ik ben tevreden.,Ik ben tevreden.,I am satisfied.,neutral,joy,happiness,happiness
Ja.,Ja.,And.,neutral,neutral,neutral,neutral
Toch?,Toch?,However?,surprise,confusion,sadness,surprise
Mij ook!,Mij ook!,Me too!,neutral,joy,happiness,happiness
MUZIEK.,MUZIEK.,MUSIC.,neutral,neutral,neutral,neutral
GELUID VAN WATER.,GELUID VAN WATER.,SOUND OF WATER.,neutral,neutral,neutral,neutral
MUZIEK.,MUZIEK.,MUSIC.,neutral,neutral,neutral,neutral
Ik ben chef keuken en ik moet uiteindelijk onmisbaar worden.,Ik ben chef keuken en ik moet uiteindelijk onmisbaar worden.,I am a kitchen chef and I must ultimately become indispensable.,neutral,determination,neutral,neutral
belangrijke informatie over het extractiepunt.,belangrijke informatie over het extractiepunt.,important information about the extraction point.,neutral ,curiosity,neutral,neutral
Onthoud die naam dus goed.,Onthoud die naam dus goed.,So remember that name well.,neutral ,neutral,neutral,neutral
Je moet nog iets op dat briefje schrijven.,Je moet nog iets op dat briefje schrijven.,You still have to write something on that note.,neutral ,neutral,neutral,neutral
Namelijk een codewoord.,Namelijk een codewoord.,Namely a code word.,neutral ,neutral,neutral,neutral
Een codewoord dat jullie allebei goed kunnen onthouden.,Een codewoord dat jullie allebei goed kunnen onthouden.,A code word that you can both remember well.,neutral ,neutral,neutral,neutral
Dat kent hij sowieso.,Dat kent hij sowieso.,He knows that anyway.,neutral ,realization,surprise,surprise
Dat kunnen ze nooit gehalen en dat kunnen we onthouden.,Dat kunnen ze nooit gehalen en dat kunnen we onthouden.,They can never achieve that and we can remember that.,surprise,optimism,happiness,happiness
"Ja, ik vertrouw jou.","Ja, ik vertrouw jou.","Yes, I trust you.",neutral ,trust,neutral,neutral
Doe het niet.,Doe het niet.,Do not do it.,fear,disapproval,disgust,disgust
Zorg ervoor dat je op de dag van de extractie hier terug bent.,Zorg ervoor dat je op de dag van de extractie hier terug bent.,Make sure you are back here on the day of the extraction.,neutral ,neutral,neutral,neutral
Precies op deze plek waar je nu bent.,Precies op deze plek waar je nu bent.,Right in this place where you are now.,neutral ,neutral,neutral,neutral
Wat?,Wat?,What?,surprise,surprise,surprise,surprise
Op deze plek?,Op deze plek?,In this place?,surprise,surprise,surprise,surprise
En maak geen fouten.,En maak geen fouten.,And don't make mistakes.,fear,warning,anger,anger
Want als jij een fout maakt...,Want als jij een fout maakt...,Because if you make a mistake...,neutral ,fear,fear,fear
dan kan je ook een fout maken.,dan kan je ook een fout maken.,then you can also make a mistake.,neutral ,fear,fear,fear
Want als jij een fout maakt...,Want als jij een fout maakt...,Because if you make a mistake...,neutral ,fear,fear,fear
dan kan wat anderen de kop kosten.,dan kan wat anderen de kop kosten.,then something can cost others.,neutral ,fear,fear,fear
Tot slot ligt er voor ieder duo bij de deur een telefoontje.,Tot slot ligt er voor ieder duo bij de deur een telefoontje.,"Finally, there is a phone call for each duo at the door.",surprise,curiosity,neutral,neutral
Pak er een als je gaat.,Pak er een als je gaat.,Grab one if you go.,neutral ,neutral,neutral,neutral
Er liggen zes oude mobiele telefoons.,Er liggen zes oude mobiele telefoons.,There are six old mobile phones.,neutral ,neutral,neutral,neutral
Die zijn nodig om de aanwijzing die de voortvluchtigen...,Die zijn nodig om de aanwijzing die de voortvluchtigen...,These are necessary to identify the fugitives...,neutral ,realization,surprise,surprise
na zeven dagen krijgen te ontcijferen.,na zeven dagen krijgen te ontcijferen.,after seven days to decipher.,neutral ,curiosity,neutral,neutral
Het is dus cruciaal dat iedereen er één meepakt.,Het is dus cruciaal dat iedereen er één meepakt.,So it is crucial that everyone grabs one.,neutral ,urgency,fear,fear
De telefoons hoeven hiervoor niet te worden aangezet.,De telefoons hoeven hiervoor niet te worden aangezet.,The phones do not need to be turned on for this.,neutral ,neutral,neutral,neutral
En ze zijn niet voorzien van een simkaart.,En ze zijn niet voorzien van een simkaart.,And they are not equipped with a SIM card.,neutral ,neutral,neutral,neutral
"Klaas, we gaan aftellen.","Klaas, we gaan aftellen.","Klaas, we're starting the countdown.",neutral ,excitement,happiness,happiness
"Drie, twee, één.","Drie, twee, één.",Three two one.,neutral ,excitement,happiness,happiness
Let the hunt begin.,Let the hunt begin.,Let the hunt begin.,neutral ,excitement,happiness,happiness
"Oké, let's go.","Oké, let's go.","Oké, let's go.",neutral ,excitement,happiness,happiness
"Stukje redden, Mark.","Stukje redden, Mark.","Save a piece, Mark.",neutral ,neutral,neutral,neutral
"Alsjeblieft, telefoon. Niet te veel kijken.","Alsjeblieft, telefoon. Niet te veel kijken.","Please, phone. Don't look too much.",fear,nervousness,fear,fear
"Oh, telefoon. Welke pakken? Deze.","Oh, telefoon. Welke pakken? Deze.","Oh, phone. Which suits? This.",neutral ,confusion,sadness,sadness
"Welke pak zijn we, jongens?","Welke pak zijn we, jongens?","What suit are we, guys?",neutral ,confusion,sadness,sadness
"O, tering. Waar zijn we?","O, tering. Waar zijn we?",Oh shit. Where are we?,fear,confusion,sadness,sadness
"Ik weet waar we zijn. Fuck, ja, tuurlijk.","Ik weet waar we zijn. Fuck, ja, tuurlijk.","I know where we are. Fuck, yeah, sure.",neutral ,realization,surprise,surprise
"Shit, waarom weten wij dat niet? Kijk boven.","Shit, waarom weten wij dat niet? Kijk boven.","Shit, why don't we know that? Look above.",neutral ,confusion,sadness,sadness
"Ja, zeker, Euromast. Euromast, ja, fuck.","Ja, zeker, Euromast. Euromast, ja, fuck.","Yes, certainly, Euromast. Euromast, yeah, fuck.",fear,realization,surprise,surprise
"Hé, jongens, attentie. Kom even bij.","Hé, jongens, attentie. Kom even bij.","Hey, guys, attention. Come relax for a moment.",neutral ,caring,happiness,happiness
Steencontainer. Godskuleren.,Steencontainer. Godskuleren.,Stone container. Godskuleer.,neutral ,surprise,surprise,surprise
"Het is hier aan de overkant, man.","Het is hier aan de overkant, man.","It's across the street here, man.",neutral ,realization,surprise,surprise
"Kut, de hoofdkantoor zit hier. We moeten hier weg.","Kut, de hoofdkantoor zit hier. We moeten hier weg.","Shit, the head office is here. We have to get out of here.",fear,fear,fear,fear
Fuck.,Fuck.,Fuck.,fear,anger,anger,anger
"Denise, alle teams richting Rotterdam.","Denise, alle teams richting Rotterdam.","Denise, all teams heading to Rotterdam.",neutral ,neutral,neutral,neutral
Oké.,Oké.,Okay.,Neutral ,neutral,neutral,neutral
Dit is de dagboekhouding.,Dit is de dagboekhouding.,This is the diary pose.,Neutral,neutral,neutral,neutral
Ja.,Ja.,And.,Neutral ,neutral,neutral,neutral
Daar kan je een verhaal krijgen.,Daar kan je een verhaal krijgen.,You can get a story there.,Neutral ,curiosity,neutral,neutral
"Nog eens, ja.","Nog eens, ja.","Again, yes.",Anger,neutral,neutral,neutral
Ja.,Ja.,And.,Neutral ,neutral,neutral,neutral
De bafel.,De bafel.,The bafel.,Neutral ,confusion,sadness,neutral
Ah!,Ah!,Ah!,Surprise,surprise,surprise,surprise
"Oh, maar kijk.","Oh, maar kijk.","Oh, but look.",Surprise,curiosity,neutral,surprise
